,EPOCH,P_LOSS,V_LOSS
0,0,1.837359419331391,0.8375948846499718
1,1,0.888837174343767,0.40691465884658606
2,2,0.7272878699019758,0.2018150727978655
3,3,0.6433393458110378,0.13105583416873604
4,4,0.5898048017451688,0.09607341800622429
5,5,0.5503663124744885,0.07565478670360942
6,6,0.5168082081092681,0.06237677142920192
7,7,0.49538378478648437,0.05204970944497533
8,8,0.47652531538655096,0.04584722969444007
9,9,0.45708149195340453,0.03992747582358398
