,EPOCH,P_LOSS,V_LOSS
0,0,0.9124682902591165,0.14048841572429016
1,1,0.8249349173164036,0.07347520313552607
2,2,0.7686199694462549,0.05454446028032563
3,3,0.7199560733612933,0.04495671292405983
4,4,0.6785832129046679,0.0387101504175646
5,5,0.6404443233966456,0.03406352058734762
6,6,0.6105788020357141,0.03050596638234066
7,7,0.5825026119182024,0.02838493288288038
8,8,0.5600577921608605,0.025632312077687413
9,9,0.5356598223554996,0.024426194645410203
