,EPOCH,P_LOSS,V_LOSS
0,0,1.0101979580913543,0.16366757307906704
1,1,0.9097414735741379,0.08249705523576671
2,2,0.8496830968267497,0.059892646288787994
3,3,0.7974444423473659,0.04868847405025066
4,4,0.7488968828482254,0.041353031138732364
5,5,0.7056544901914789,0.03629617918618453
6,6,0.6685566735631233,0.0324403524361106
7,7,0.6388412071490829,0.0296030718065924
8,8,0.6075676095289518,0.027483034414317372
9,9,0.58417048041529,0.025454341598838515
