,EPOCH,P_LOSS,V_LOSS
0,0,0.7885756504343546,0.11278760936279784
1,1,0.7168851933200499,0.06200223243799208
2,2,0.6691065871491395,0.04809823916840959
3,3,0.6301824256922977,0.04099991229395863
4,4,0.5987780661686607,0.034891180895212384
5,5,0.566278599100611,0.031810797115431076
6,6,0.5419661094957235,0.029157163384681675
7,7,0.5216834758255242,0.026417182468946344
8,8,0.5015105049143072,0.02484381686911461
9,9,0.488634718187723,0.02338653201873385
