,EPOCH,P_LOSS,V_LOSS
0,0,1.967563639926306,0.8397642002722974
1,1,0.9612386905408847,0.406523448560861
2,2,0.778686556576055,0.19955572355643045
3,3,0.6822160857558425,0.1289242313314399
4,4,0.6199568067408956,0.09375042444142014
5,5,0.5764236565132597,0.07328899707149802
6,6,0.5401547359728569,0.05936027433596771
7,7,0.5157657584595947,0.050523149762776706
8,8,0.4931458191660077,0.043544871610539194
9,9,0.47438213419022063,0.03921402362468647
