,EPOCH,P_LOSS,V_LOSS
0,0,2.480707779977822,0.8532254171879021
1,1,1.2400133291629405,0.3882312611244789
2,2,0.9585848027966604,0.18472457564363076
3,3,0.813045482390788,0.11808357427899857
4,4,0.7208589939782009,0.0852450769259525
5,5,0.6593937335835318,0.06801694770547977
6,6,0.6114799682499039,0.055129793701455626
7,7,0.5739344075835985,0.046148778307727074
8,8,0.5417338691848429,0.03958552805302023
9,9,0.5159456384987464,0.035355902032588704
