,EPOCH,P_LOSS,V_LOSS
0,0,1.715447225038974,0.8099031625959564
1,1,0.8469551086600465,0.3830311145197009
2,2,0.7028010969257731,0.19758192893412965
3,3,0.6304983740547565,0.13031900406702002
4,4,0.5778631321297181,0.09744501310326312
5,5,0.5403703653394831,0.07649068178904792
6,6,0.5100902269824619,0.06280687756707709
7,7,0.49140094305224796,0.0524857798892745
8,8,0.4707071566840529,0.046192741223837826
9,9,0.4566325714616593,0.04112657492052143
