,EPOCH,P_LOSS,V_LOSS
0,0,0.6363881492213728,0.07763508384371595
1,1,0.5848456318749407,0.04842862091246259
2,2,0.5532024634459212,0.040693224156581546
3,3,0.5265701536068876,0.03573306646090439
4,4,0.5037162584507855,0.03175059229826582
5,5,0.4833232131566415,0.02915772897449472
6,6,0.4683316148707194,0.026833575466696263
7,7,0.453287091518639,0.02464925003841394
8,8,0.44405525222009257,0.023205756549879265
9,9,0.4335454016747926,0.021524238721680633
