,EPOCH,P_LOSS,V_LOSS
0,0,1.6378997417082801,0.8148450383271977
1,1,0.822408844684638,0.39864686806508076
2,2,0.6856484927605071,0.20709920599609713
3,3,0.6149171204986563,0.13619498165478305
4,4,0.5682036830329534,0.10081018436704708
5,5,0.5320052042564272,0.07956400016039712
6,6,0.50735217836599,0.06465816915416024
7,7,0.4849979243668632,0.054687697535665256
8,8,0.4662323156129433,0.047516029866763294
9,9,0.45087862372660154,0.04153523872067178
